system,scope,result_status,interval_interpretation,run_type,empirical_model_run,eligible_for_performance_claims,expert_validated,current_fda_operational_availability,unsafe_fn_numerator,unsafe_fn_denominator,unsafe_fn_rate,unsafe_fn_wilson_low,unsafe_fn_wilson_high,high_blocking_unsafe_fn_rate,review_bypass_rate,conservative_false_positive_rate,macro_f1,accuracy,balanced_accuracy,heading_mapping_accuracy,evidence_citation_accuracy,repair_action_accuracy,abstention_accuracy,bm25_recall_at_3,bm25_precision_at_3,bm25_mrr,requests,input_tokens,output_tokens,cost_usd,action_required_family_count,families_with_unsafe_misses
B2,held-out-test,genuine deterministic experimental output,exploratory only; no independence or significance claim,deterministic_fixture_validation,False,False,False,not_operational,2,8,0.25,0.071479212752109,0.5907245696898311,0.0,0.5,0.0,0.8222222222222223,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,,0,0,0,,3,1
